"Scientific Name","Common Name","Other Common Names","Growth Form","Ecoregion III","Ecoregion IV","Min Height","Max Height","Min Spread","Max Spread","Leaf Retention","Lifespan","Soil","Light","Water","Native Habitat","Bloom Season","Bloom Color","Seasonal Interest","Wildlife Benefit","Maintenence","Comments","References"
"Symphyotrichum patens","Late Purple Aster","Spreading Aster, Late Blooming Aster, Late Purple American-Aster, Clasping Aster","[""Herbaceous""]","Cross Timbers, East Central Texas Plains, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains, , Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","4","2","3","Deciduous","Perennial","Sand, Loam, Clay, Well Drained, Moist, Dry, Saline","Sun, Part Shade","Low, Medium","[""Grassland"",""Woodland"",""Variable""]","Summer, Fall","Purple","Nectar, Pollen","Butterflies, Bees","Easy to grow. Good in rock gardens. No serious insect problems, but good air circulation helps reduce incidence of foliar diseases. Prefers the eastern half of Texas. Similar to S. oblongifolium that grows more in the western half of Texas. Propagation: seed.","Blooms August-December. An upright plant that typically grows on slender, hairy stems. Oval to oblong leaves are rough-textured, hairy, and clasp the stems. Flowers are 1 inch daisy-like asters, with blue to violet rays and yellow centers. Flowers appear singly at the end of stems. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.","1) https://www.wildflower.org/plants/result.php?id_plant=SYPA11; 2) https://www.itis.gov/servlet/SingleRpt/SingleRpt; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4497&locationType=County&mapType=Normal; 4) https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k890; 5) http://www.texaswildbuds.com/symphyotrichum-patens.html, 6) https://mowildflowers.net/symphyotrichum-patens-late-purple-aster-1/#:~:text=Late%20purple%20aster%20or%20purple,a%20chance%20to%20get%20established.&text=Seed:%20Sow%20seed%20outdoors%20November,beneficial%20but%20not%20entirely%20necessary."
"Symphyotrichum patens","Late Purple Aster","Spreading Aster, Late Blooming Aster, Late Purple American-Aster, Clasping Aster","[""Herbaceous""]","Cross Timbers, East Central Texas Plains, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains, , Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","4","2","3","Deciduous","Perennial","Sand, Loam, Clay, Well Drained, Moist, Dry, Saline","Sun, Part Shade","Low, Medium","[""Grassland"",""Woodland"",""Variable""]","Summer, Fall","Purple","Nectar, Pollen","Butterflies, Bees","Easy to grow. Good in rock gardens. No serious insect problems, but good air circulation helps reduce incidence of foliar diseases. Prefers the eastern half of Texas. Similar to S. oblongifolium that grows more in the western half of Texas. Propagation: seed.","Blooms August-December. An upright plant that typically grows on slender, hairy stems. Oval to oblong leaves are rough-textured, hairy, and clasp the stems. Flowers are 1 inch daisy-like asters, with blue to violet rays and yellow centers. Flowers appear singly at the end of stems. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.","1) https://www.wildflower.org/plants/result.php?id_plant=SYPA11; 2) https://www.itis.gov/servlet/SingleRpt/SingleRpt; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4497&locationType=County&mapType=Normal; 4) https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k890; 5) http://www.texaswildbuds.com/symphyotrichum-patens.html, 6) https://mowildflowers.net/symphyotrichum-patens-late-purple-aster-1/#:~:text=Late%20purple%20aster%20or%20purple,a%20chance%20to%20get%20established.&text=Seed:%20Sow%20seed%20outdoors%20November,beneficial%20but%20not%20entirely%20necessary."
"Symphyotrichum patens","Late Purple Aster","Spreading Aster, Late Blooming Aster, Late Purple American-Aster, Clasping Aster","[""Herbaceous""]","Cross Timbers, East Central Texas Plains, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains, , Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","4","2","3","Deciduous","Perennial","Sand, Loam, Clay, Well Drained, Moist, Dry, Saline","Sun, Part Shade","Low, Medium","[""Grassland"",""Woodland"",""Variable""]","Summer, Fall","Purple","Nectar, Pollen","Butterflies, Bees","Easy to grow. Good in rock gardens. No serious insect problems, but good air circulation helps reduce incidence of foliar diseases. Prefers the eastern half of Texas. Similar to S. oblongifolium that grows more in the western half of Texas. Propagation: seed.","Blooms August-December. An upright plant that typically grows on slender, hairy stems. Oval to oblong leaves are rough-textured, hairy, and clasp the stems. Flowers are 1 inch daisy-like asters, with blue to violet rays and yellow centers. Flowers appear singly at the end of stems. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.","1) https://www.wildflower.org/plants/result.php?id_plant=SYPA11; 2) https://www.itis.gov/servlet/SingleRpt/SingleRpt; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4497&locationType=County&mapType=Normal; 4) https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k890; 5) http://www.texaswildbuds.com/symphyotrichum-patens.html, 6) https://mowildflowers.net/symphyotrichum-patens-late-purple-aster-1/#:~:text=Late%20purple%20aster%20or%20purple,a%20chance%20to%20get%20established.&text=Seed:%20Sow%20seed%20outdoors%20November,beneficial%20but%20not%20entirely%20necessary."
"Symphyotrichum praealtum","Willowleaf Aster","Tall Aster, Willow-leaf American-aster","[""Herbaceous""]","Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Texas Blackland Prairies",", , Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","6","0.25","0.5","Deciduous","Perennial","Sand, Loam, Moist","Sun, Part Shade","Medium","[""Grassland"",""Woodland"",""Wetland or Riparian""]","Summer, Fall","White, Blue, Purple, Violet","Seeds, Forage, Nectar, Pollen, Larval Host","Caterpillars, Butterflies, Birds, Small Mammals, Deer, Moths, Bees","Give room to grow: the plant spreads by rhizomes and forms colonies. Leaves may show some yellowing and the formation of black spots, mostly on the older ones near the base of the plant. Some standing water is tolerated if it is temporary. Native habitat: wet prairies, meadows, lake and stream shores, oak savannas, open woods, fields, recent clearings. Propagation: clump division.","Blooms August-November. The larger stems are reddish, with lines of white hairs. Roots are tubers. Leaves are lance shaped, with smooth margins, whitish green below, becoming smaller toward the top of the plant. The inflorescence is pyramidal shaped, containing numerous daisy-like composite flowers. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Wild Turkeys especially like to eat foliage and seed. Larval host: Silvery Checkerspot and Pearl Crescent butterflies. ","1) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Symphyotrichum+praealtum&formsubmit=Search+Terms, 2) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4482&locationType=County&mapType=Normal, 3) https://www.wildflower.org/plants/result.php?id_plant=SYPR5, 4) https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=522237#null, 5) https://www.illinoiswildflowers.info/prairie/plantx/willow_asterx.htm#null, 6) https://seedsource.com/tall-aster-roots/"
"Symphyotrichum pratense","Barrens Silky Aster","Meadow Aster","[""Herbaceous""]","Cross Timbers, East Central Texas Plains, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , Grand Prairie, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, , Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands","1","2","1","1","Evergreen","Perennial","Sand, Loam, Clay, Limestone, Caliche, Calcareous, Well Drained, Dry","Sun, Part Shade","Low","[""Grassland""]","Fall","Pink, Purple","Forage, Nectar, Pollen","Browsers, Butterflies, Bees","It withstands a wide variety of soil types. Native habitat: meadows, open woodlands, savannahs, pastures, and disturbed sites. Leave the seed heads and stems in place to provide food for birds and insects. In late winter or early spring, cut down the remaining plant to make way for new growth. Propagation: seed, clump division, stem cutting.","Blooms September-November. Stems and leaves are hairy. It has showy blue, composite flowers that appear in the fall. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.
","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=522238#null, 2) https://bonap.net/MapGallery/County/Symphyotrichum pratense.png, 3) https://www.wildflower.org/plants/result.php?id_plant=SYPR7, 4) https://plants.ces.ncsu.edu/plants/symphyotrichum-pratense/, 5) http://www.texaswildbuds.com/symphyotrichum-pratense.html"
"Tamaulipa azurea","Tamauilipan Spring Mistflower","Blue Mistflower, Blue Boneset","[""Shrub"",""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain, , , , , ","2","4","5","10","Deciduous","Perennial","Loam, Clay, Well Drained","Sun, Part Shade, Shade","Low","[""Grassland""]","Spring, Summer","Blue, Purple","Seeds, Nectar","Butterflies, Birds, Small Mammals, Nectar Insects","Tuck clippings and seed heads under the plants to benefit the soil. Native habitat: shrublands, often with acacias, palm groves. Propagation: stem cutting.","Blooms February-July. Stems erect or clambering, Can form a twining vine with bluish or blue lavender disc flowers. The fruit is a cypsela: a single seed with silky hairs attached.","1) https://www.picturethisai.com/wiki/Tamaulipa_azurea.html, 2) https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=38490#null, 3) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4580&locationType=County&mapType=Normal, 4) https://www.wildflower.org/plants/result.php?id_plant=TAAZ, 5) http://floranorthamerica.org/Tamaulipa_azurea"
"Taxodium distichum","Bald Cypress","Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress","[""Tree""]","East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands, Floodplains and Low Terraces4,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , Floodplains and Low Terraces1,Northern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Southern Tertiary Uplands,Tertiary Uplands","50","75","20","45","Deciduous","Perennial","Sand, Loam, Clay, Limestone, Poor Drainage, Moist","Sun, Part Shade","Medium, High","[""Woodland"",""Wetland or Riparian""]","Spring","Purple","Fall Color, Seeds, Larval Host, Nesting Material","Birds, Small Mammals, Moths","A slow growing, majestic tree with ferny foliage that enhances many landscapes. Adapted to riverine habitats. Needs deep soil or poor drainage conditions. Foliage turns brown in dry, hot locations. Leaves turn terracotta hues in fall. Does not need pruning. Bald cypress diffuse and slow floodwaters, reducing flood damage. They also trap sediments and pollutants. Propagation: seed.","A deciduous conifer. Begins as a slender, conical form, becoming flat-topped with age. The tapering trunk is slightly buttressed at the swollen base. ""Knees"" develop from roots mostly in poorly drained situations. Exfoliating bark is red-brown to silver. Feathery, sage green leaves. Pollen cones: usually hang downward in loose, branched inflorescences. Seed cones occur near ends of twigs, green to purple, becoming brown, almost spherical. The thin, woody, four-angled scales produce one to two, three-angled seeds. Larval host: Bald Cypress Sphinx Moth.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 320. 4) https://www.wildflower.org/plants/result.php?id_plant=TADI2. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Taxodium+distichum&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=8242&locationType=County&mapType=Normal, 7) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014, 8) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=18041#null"
"Taxodium mucronatum","Montezuma Cypress","Montezuma Bald Cypress, Mexican Cypress, Ahuehuete, Sabino","[""Tree""]","Gulf Coast Prairies and Marshes",", , , , , Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley, , , , , ","20","30","3","9","Evergreen","Perennial","Sand, Loam, Clay, Moist","Sun, Shade","Medium, High","[""Wetland or Riparian""]","Spring","Brown","Seeds, Nesting Material","Birds","Fast growing and long lived. Native habitat: swamps, streams, river banks at sea level. Native to only a few counties near the Rio Grand. Could suffer winter damage in Central Texas northward. Propagation: seed, stem cutting.","Blooms February-March. Large, needle-leaf, aquatic tree with tall, straight trunk and broad crown of spreading branches and drooping twigs, evergreen or nearly so. Trunk enlarged at base with ridges above.  Montezuma cypress rarely produces cypress knees from the roots. Bark is gray to brown, scaly and twigs reddish brown. The reproductive parts are in tiny cones of separate sexes on the same tree. The seeds are produced in one growing season. After fertilization, globose female cones grow to 1"" in diameter and become woody. When mature, cones fall apart releasing seeds.",""
"Taxodium mucronatum","Montezuma Cypress","Montezuma Bald Cypress, Mexican Cypress, Ahuehuete, Sabino","[""Tree""]","Gulf Coast Prairies and Marshes",", , , , , Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley, , , , , ","20","30","3","9","Evergreen","Perennial","Sand, Loam, Clay, Moist","Sun, Shade","Medium, High","[""Wetland or Riparian""]","Spring","Brown","Seeds, Nesting Material","Birds","Fast growing and long lived. Native habitat: swamps, streams, river banks at sea level. Native to only a few counties near the Rio Grand. Could suffer winter damage in Central Texas northward. Propagation: seed, stem cutting.","Blooms February-March. Large, needle-leaf, aquatic tree with tall, straight trunk and broad crown of spreading branches and drooping twigs, evergreen or nearly so. Trunk enlarged at base with ridges above.  Montezuma cypress rarely produces cypress knees from the roots. Bark is gray to brown, scaly and twigs reddish brown. The reproductive parts are in tiny cones of separate sexes on the same tree. The seeds are produced in one growing season. After fertilization, globose female cones grow to 1"" in diameter and become woody. When mature, cones fall apart releasing seeds.",""
"Tecoma stans","Esperanza","Yellow Bells","[""Shrub""]","Chihuahuan Deserts, Edwards Plateau, Southern Texas Plains",", Chihuahuan Basins and Playas,Chihuahuan Desert Grasslands,Chihuahuan Montane Woodlands,Low Mountains and Bajadas,Stockton Plateau, , , Balcones Canyonlands, , Rio Grande Floodplain and Terraces,Texas-Tamaulipan Thornscrub, , , ","4","8","3","5","Deciduous","Perennial","Loam, Clay, Limestone, Well Drained, Dry","Sun","Low, Medium","[""Grassland""]","Spring, Summer, Fall","Orange, Yellow","Seeds, Forage, Nectar, Larval Host","Browsers, Butterflies, Small Mammals, Hummingbirds, Moths","Does well in hot, dry weather. Cut back dead stems after cold damage, but before new spring growth. Plants native to the southwestern U.S. and adjacent Mexico are shorter, more drought-tolerant, and more cold-tolerant than some of the cultivars. Although it is native to the Trans Pecos and Southern Plains Ecoregions of Texas, it has become a popular landscaping plant, valued as much for its drought-tolerance as for its spectacular flowers. Propagation: seed, softwood cutting.","Blooms April-November. An irregular shaped shrub. Compound leaves are divided into 5–13 elliptic to lanceolate leaflets, with serrated margins, with lighter in color below. Trumpet-shaped, yellow flowers occur in clusters in terminal racemes. The fruit is a long, thin legume pod. There are many cultivars that vary in leaf shape and flower color not covered in this database. Larval host: Dogface Butterfly.

 . ","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 262  3) https://www.wildflower.org/plants/result.php?id_plant=TEST. 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Tecoma+stans&formsubmit=Search+Terms. 5) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=5003&locationType=County&mapType=Normal, 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=34326#null, 7) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014., 8) https://aggie-hort.tamu.edu/newsletters/hortupdate/2009/jun09/Esperanza.html"
"Tetragonotheca texana","Squarebud Daisy","Nerve-ray, Plateau Nerveray","[""Herbaceous""]","Chihuahuan Deserts, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains",", Low Mountains and Bajadas,Stockton Plateau, , , Balcones Canyonlands, Coastal Sand Plain, , Northern Nueces Alluvial Plains,Semiarid Edwards Bajada, , , ","3","4","1","2","Deciduous","Perennial","Sand, Rocky, Limestone, Calcareous, Well Drained, Dry","Sun","Low","[""Grassland""]","Spring, Summer, Fall","Yellow, Brown","Nectar","Nectar Insects","Endemic to Texas. Drought tolerant. In nature it often grows with Mesquite. May be pruned to create a denser form if desired. Not common in commercial nurseries, but is propagated and sold at some NPSOT chapter annual plant sales. Propagation: seed.","Blooms April-September. Upright, multi-branched, bushy form. Lance-shaped to oval leaves with deeply lobed margins. Upper leaf bases are fused together around the stem and lower leaves either have short stalks or are clasping the stem. Daisy-shaped, single flowers occur at the end of stems, with sparse, yellow rays and brown disc flowers in the center. The plant gets its name from it's characteristic square buds. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Insects are attracted to nectar.","1) http://www.texaswildbuds.com/tetragonotheca-texana.html, 2) https://www.wildflower.org/plants/result.php?id_plant=TETE2, 3) http://www.bio.utexas.edu/courses/bio406d/images/pics/ast/tetragonotheca_texana.htm, 4) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4616&locationType=County&mapType=Normal, 5) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=505455#null, 6) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Tetragonotheca+texana&formsubmit=Search+Terms, 7) https://www.picturethisai.com/wiki/Tetragonotheca_texana.html, 8) https://www.prairiemoon.com/bidens-aristosa-swamp-marigold"
"Tetraneuris acaulis","Stemless Four-nerve Daisy","Stemless Hymenoxys, Bitterweed","[""Herbaceous""]","High Plains, Southwestern Tablelands",", , , , , , Arid Llano Estacado,Canadian/Cimarron High Plains,Llano Estacado,Rolling Sand Plains,Shinnery Sands, , Canadian/Cimarron Breaks,Caprock Canyons Badlands Breaks,Flat Tablelands and Valleys,Semiarid Canadian Breaks, , ","0.75","1","0.75","1","Deciduous","Perennial","Sand, Loam, Clay, Rocky, Well Drained, Dry","Sun, Part Shade","Low","[""Grassland"",""Woodland""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen","Butterflies, Birds, Nectar Insects, Bees","Drought tolerant, but can use a little late day shade in the heat of the summer. A attractive addition to dry rock gardens, water-conserving landscapes, or low-maintenance short-grass meadows, or pollinator gardens. Will grow in a variety of soils. Allow the soil to dry out between watering as root rot can occur in soil that is consistently moist. Native habitat: dry grasslands, shrub-steppe communities, rocky flats and slopes, and pinyon forests. A taproot makes transplanting difficult. Propagation: seed.","Blooms April-October. A small, clump forming herb that produces bright daisies flowers all summer long. Wiry stems are topped by a single flower. The fuzzy, linear to spoon-shaped leaves, form a basal mat. They produce an unpleasant odor when crushed. Each floret produces one dried fruit containing a single seed (cypsela), tufted at one end.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=38508#null, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4634&locationType=County&mapType=Normal, 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Tetraneuris+acaulis&formsubmit=Search+Terms, 4) https://www.wildflower.org/plants/result.php?id_plant=TEAC, 5) https://cwelwnp.usu.edu/westernnativeplants/plantlist_view.php?id=79&name=hymenoxysacaulistetraneurisacaulis#:~:text=Moisture%20Tolerance:%20Prefers%20moderately%20dry,pots%20if%20given%20enough%20time, 6) https://gardenoracle.com/images/tetraneuris-acaulis.html#:~:text=USDA%20hardiness%20zones:%205b%2D11,low%20water%20(xeriscape)%20garden, 7) https://plantmaster.com/plants/eplant.php?plantnum=25593#:~:text=Sun%20Full%2C%20Half,acaulis%20*Description%20by%20Mary%20Irish, 8) https://www.civanogrowers.com/plantcollection/tetraneuris-acaulis#:~:text=Wildlife%20Support%20and%20Biodiversity:%20The%20bright%20yellow,to%20pollinators%2C%20serving%20as%20an%20important%20nectar"
"Tetraneuris scaposa","Four-nerve Daisy","Hymenoxys, Stemmy Four-nerve Daisy, Bitterweed","[""Herbaceous""]","Central Great Plains, Chihuahuan Deserts, Cross Timbers, Edwards Plateau, High Plains, Southern Texas Plains, Southwestern Tablelands","Broken Red Plains,Limestone Plains,Red Prairie, Chihuahuan Basins and Playas,Chihuahuan Desert Grasslands,Chihuahuan Montane Woodlands,Low Mountains and Bajadas,Stockton Plateau, Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Arid Llano Estacado,Canadian/Cimarron High Plains,Llano Estacado,Rolling Sand Plains,Shinnery Sands, Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, Canadian/Cimarron Breaks,Caprock Canyons Badlands Breaks,Flat Tablelands and Valleys,Semiarid Canadian Breaks, ","0.5","1","0.5","1","Semi Evergreen","Perennial","Sand, Loam, Clay, Rocky, Limestone, Well Drained, Dry","Sun, Part Shade","Very Low, Low","[""Grassland""]","Spring, Summer, Fall","Yellow, Green","Nectar","Nectar Insects","Little maintenance is required. Prefers dry, well drained soil. Don't water too often or it gets leggy. Good in rock gardens. Can be grown in container gardens and hanging baskets. Propagation: seed.","Blooms January-December. May bloom year-round in some regions. Low growing form. Long, narrow, silvery-green leaves are clumped mostly toward the base. The solitary daisy-like flowers occur at the end of long, leafless stalks. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 193. 3) https://www.wildflower.org/plants/result.php?id_plant=TESC2. 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Tetraneuris+scaposa&formsubmit=Search+Terms. 5) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4633&locationType=County&mapType=Normal, 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=530628#null, 7) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Teucrium canadense","American Germander","Canada Germander, Canadian Germander, Germander, Hairy Germander, Wood Sage","[""Herbaceous""]","Chihuahuan Deserts, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Southwestern Tablelands, Texas Blackland Prairies, Western Gulf Coastal Plain",", Low Mountains and Bajadas, Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain, Bastrop Lost Pines,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Lower Rio Grande Alluvial Floodplain,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies, , Northern Nueces Alluvial Plains,Semiarid Edwards Bajada, Canadian/Cimarron Breaks, Floodplains and Low Terraces1,Northern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","1","3","1.5","3","Deciduous","Perennial","Sand, Loam, Clay, Limestone, Moist","Part Shade","High","[""Grassland""]","Spring, Summer, Fall","Pink","Seeds, Nectar, Pollen","Butterflies, Birds, Hummingbirds, Moths, Bees","The pink flowers are aromatic and showy in mass plantings. Give lots of space, plants spread by rhizomes. Will need to prune to contain in smaller areas. Good fill plant or groundcover for large spaces, borders and moist areas. Prefers prairies, meadows, pastures, savannas. Makes nice cut flowers. Propagation: seed, cuttin, clump division.","Blooms May-October. Upright growth form with a downy square stem. Terminal, spike-like clusters of showy, lavender-pink flowers, blooming from the bottom up. Aromatic, lance-shaped to oval leaves with toothed margins. The fruit is a round, yellowish-brown, nutlet. The foliage is unappealing to grazing animals because of its bitter taste.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=TECA3. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Teucrium+canadense&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=13819&locationType=County&mapType=Normal, 5) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=32352#null, 6) https://en.wikipedia.org/wiki/Teucrium_canadense, 7) https://garden.org/plants/view/85625/American-Germander-Teucrium-canadense/  8) https://www.missouribotanicalgarden.org/plantfinder/PlantFinderDetails.aspx?taxonid=281439#:~:text=Easily%20grown%20in%20moist%2C%20fertile,by%20seeds%2C%20cuttings%20and%20division."
